,gid,X,id.s,V2,V3,V4,V5,V6,V7,V8,V9,V10,sname,gc,quota,term,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q11,Q12,Q13,Q14,LocationLatitude,LocationLongitude,LocationAccuracy,Survey,GID,Age,Gender
490,200564,490,R_eVdAnCUATbbQ5IF,Default Response Set,Anonymous,NA,NA,209.165.254.242,0,6/13/2015 0:00,6/13/2015 1:26,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,2,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,22,7,1,1,44.51930237,-85.68979645,-1,1334124-US,200564,47,Male
491,200566,491,R_bQxHoFvBVTlyQqp,Default Response Set,Anonymous,NA,NA,76.126.97.210,0,6/13/2015 0:00,6/13/2015 1:37,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,1,2,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,1,37.78059387,-121.9904022,-1,1334124-US,200566,62,Male
492,200567,492,R_3QNGg0jYvZv8JAp,Default Response Set,Anonymous,NA,NA,67.148.162.221,0,6/13/2015 0:00,6/13/2015 1:43,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23,7,1,1,45.38960266,-94.06559753,-1,1334124-US,200567,64,Male
493,200568,493,R_7QIBPbbj3addGGp,Default Response Set,Anonymous,NA,NA,74.92.30.186,0,6/13/2015 0:00,6/13/2015 1:43,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,6,1,2,7,1,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,21,7,1,1,42.3946991,-71.21710205,-1,1334124-US,200568,25,Female
494,200569,494,R_73tFZc1Qcld8tgh,Default Response Set,Anonymous,NA,NA,66.215.55.217,0,6/13/2015 0:00,6/13/2015 1:51,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,2,7,2,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,1,1,35.29040527,-120.8101044,-1,1334124-US,200569,48,Male
495,200571,495,R_er4zYUDKTN3y2zj,Default Response Set,Anonymous,NA,NA,45.49.48.49,0,6/13/2015 0:00,6/13/2015 2:02,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,3,1,2,1,1,3,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,1,33.92160034,-118.2453003,-1,1334124-US,200571,19,Female
496,200572,496,R_79cH8Gdz56gmyXP,Default Response Set,Anonymous,NA,NA,67.187.207.5,0,6/13/2015 0:00,6/13/2015 2:04,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,2,3,1,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,37.63920593,-120.9736023,-1,1334124-US,200572,51,Male
497,200573,497,R_b7W5oPHTsUQ3iL3,Default Response Set,Anonymous,NA,NA,73.175.186.66,0,6/13/2015 0:00,6/13/2015 2:15,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,5,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,7,1,1,41.44859314,-75.72799683,-1,1334124-US,200573,52,Male
498,200574,498,R_0OjcCTom9utZpeB,Default Response Set,Anonymous,NA,NA,108.4.152.225,0,6/13/2015 0:00,6/13/2015 2:17,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,3,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,32,7,1,1,42.80470276,-73.93520355,-1,1334124-US,200574,62,Male
499,200576,499,R_3l3bYws3KZQCNBH,Default Response Set,Anonymous,NA,NA,208.117.124.11,0,6/13/2015 0:00,6/13/2015 2:31,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,1,5,2,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,6,7,1,1,37.18339539,-113.5998993,-1,1334124-US,200576,32,Male
500,200577,500,R_3efXibn6OjJQrzv,Default Response Set,Anonymous,NA,NA,191.101.62.47,0,6/13/2015 0:00,6/13/2015 2:37,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,1,5,1,2,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,1,1,41.8500061,-87.65000153,-1,1334124-US,200577,35,Female
501,200578,501,R_7OLdH02SegbCGI5,Default Response Set,Anonymous,NA,NA,68.133.0.116,0,6/13/2015 0:00,6/13/2015 2:35,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,6,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,32,7,1,1,39.03349304,-77.4838028,-1,1334124-US,200578,61,Male
502,200579,502,R_efYOQyGDj0LQzSB,Default Response Set,Anonymous,NA,NA,72.83.73.69,0,6/13/2015 0:00,6/13/2015 2:39,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,6,1,2,7,1,2,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,7,1,1,38.93449402,-77.05960083,-1,1334124-US,200579,54,Female
503,200580,503,R_8qXh9m5f7nMNrkV,Default Response Set,Anonymous,NA,NA,199.255.69.217,0,6/13/2015 0:00,6/13/2015 2:46,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,1,1,2,1,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,1,1,36.71530151,-88.42839813,-1,1334124-US,200580,24,Female
504,200581,504,R_2spUpvMtophl6uN,Default Response Set,Anonymous,NA,NA,96.44.140.244,0,6/13/2015 0:00,6/13/2015 3:01,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,1,3,1,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,16,1,33.94900513,-118.2460022,-1,1334124-US,200581,34,Male
505,200582,505,R_8wyEgA0uFqq4sTj,Default Response Set,Anonymous,NA,NA,24.214.136.80,0,6/13/2015 0:00,6/13/2015 3:04,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,1,6,1,2,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,13,7,1,1,33.46209717,-82.22200012,-1,1334124-US,200582,29,Female
506,200585,506,R_bsK7BWH6CcqGZRX,Default Response Set,Anonymous,NA,NA,72.225.23.189,0,6/13/2015 0:00,6/13/2015 3:22,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,3,2,2,1,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,32,7,1,1,43.15179443,-77.58519745,-1,1334124-US,200585,43,Female
507,200586,507,R_4TL72suubIirw5n,Default Response Set,Anonymous,NA,NA,172.246.127.219,0,6/13/2015 0:00,6/13/2015 3:47,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9,7,1,1,25.78059387,-80.18260193,-1,1334124-US,200586,59,Female
508,200587,508,R_24duHWQTCGJ3ui9,Default Response Set,Anonymous,NA,NA,104.35.160.13,0,6/13/2015 0:00,6/13/2015 3:41,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,1,6,1,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,13,7,1,1,34.15390015,-117.9918976,-1,1334124-US,200587,29,Female
509,200589,509,R_7WMwr9mCqFxJGYt,Default Response Set,Anonymous,NA,NA,68.202.239.180,0,6/13/2015 0:00,6/13/2015 3:46,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9,7,1,1,28.5493927,-81.77290344,-1,1334124-US,200589,62,Male
510,200590,510,R_01azHLFowOsxa2V,Default Response Set,Anonymous,NA,NA,72.35.224.238,0,6/13/2015 0:00,6/13/2015 3:48,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,6,1,2,3,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,7,1,1,41.74420166,-75.53279877,-1,1334124-US,200590,64,Male
511,200591,511,R_bJxN2DyNGAqlZ7T,Default Response Set,Anonymous,NA,NA,184.58.80.250,0,6/13/2015 0:00,6/13/2015 3:54,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,1,1,36.64419556,-83.65550232,-1,1334124-US,200591,36,Female
512,200592,512,R_0fAyRy4wJgdVALr,Default Response Set,Anonymous,NA,NA,72.67.124.210,0,6/13/2015 0:00,6/13/2015 3:59,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,1,1,1,34.14349365,-117.3085022,-1,1334124-US,200592,52,Female
513,200593,513,R_6xwSVp3gOXwgbat,Default Response Set,Anonymous,NA,NA,50.130.134.24,0,6/13/2015 0:00,6/13/2015 4:08,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,6,2,2,1,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,7,1,1,32.24710083,-106.8231964,-1,1334124-US,200593,51,Female
514,200594,514,R_6zDfqQv1jZzpqkd,Default Response Set,Anonymous,NA,NA,108.225.66.217,0,6/13/2015 0:00,6/13/2015 4:07,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,7,1,1,35.16130066,-101.8789978,-1,1334124-US,200594,25,Male
515,200595,515,R_6mOrsxgHml9cQsJ,Default Response Set,Anonymous,NA,NA,76.187.165.215,0,6/13/2015 0:00,6/13/2015 4:19,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,43,7,1,1,33.03059387,-96.99259949,-1,1334124-US,200595,48,Female
516,200596,516,R_cUuN5Sfw0h1PxuR,Default Response Set,Anonymous,NA,NA,50.7.72.251,0,6/13/2015 0:00,6/13/2015 4:23,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,2,1,1,2,3,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,32,3,1,1,47.61450195,-122.3479996,-1,1334124-US,200596,32,Male
517,200597,517,R_8IZUrUmAvVxrQMd,Default Response Set,Anonymous,NA,NA,162.244.81.236,0,6/13/2015 0:00,6/13/2015 4:28,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,6,1,2,5,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,32,7,1,1,40.71429443,-74.0059967,-1,1334124-US,200597,29,Male
518,200598,518,R_4SdDnsBk6ogOdBX,Default Response Set,Anonymous,NA,NA,68.158.49.58,0,6/13/2015 0:00,6/13/2015 4:28,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,6,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10,7,1,1,33.95620728,-83.98799896,-1,1334124-US,200598,57,Female
519,200599,519,R_3sGhYvKjvMEJj6Z,Default Response Set,Anonymous,NA,NA,207.30.132.54,0,6/13/2015 0:00,6/13/2015 4:36,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,3,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,1,1,29.19880676,-82.08300018,-1,1334124-US,200599,61,Male
520,200600,520,R_dg93PgPQtMWla3X,Default Response Set,Anonymous,NA,NA,99.170.160.205,0,6/13/2015 0:00,6/13/2015 4:37,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,1,5,1,2,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,13,7,1,1,33.6638031,-84.73310089,-1,1334124-US,200600,29,Male
521,200601,521,R_aWZ8wK4KVU1RD0h,Default Response Set,Anonymous,NA,NA,166.137.90.78,0,6/13/2015 0:00,6/13/2015 4:41,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,2,2,1,2,3,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,22,2,8,1,38,-97,-1,1334124-US,200601,40,Female
522,200602,522,R_eb2s543eso4onHf,Default Response Set,Anonymous,NA,NA,172.56.30.102,0,6/13/2015 0:00,6/13/2015 4:41,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,2,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,28,3,1,1,33.95170593,-118.2956009,-1,1334124-US,200602,33,Female
523,200603,523,R_5BwLu1V8X6UIW5n,Default Response Set,Anonymous,NA,NA,45.63.58.55,0,6/13/2015 0:00,6/13/2015 4:50,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,6,2,2,2,2,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,5,7,1,1,34.06739807,-118.2422943,-1,1334124-US,200603,34,Male
524,200604,524,R_bkqNy3Dmktdn23r,Default Response Set,Anonymous,NA,NA,73.187.214.87,0,6/13/2015 0:00,6/13/2015 5:06,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,4,1,2,3,1,1,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,7,1,1,40.0019989,-76.68360138,-1,1334124-US,200604,34,Male
525,200605,525,R_71XgJE90JyZ0JMN,Default Response Set,Anonymous,NA,NA,71.108.128.165,0,6/13/2015 0:00,6/13/2015 5:20,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,1,2,2,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,7,1,1,33.98640442,-118.0884018,-1,1334124-US,200605,32,Male
526,200606,526,R_aXYvHAMqlH1p2O9,Default Response Set,Anonymous,NA,NA,74.71.3.163,0,6/13/2015 0:00,6/13/2015 5:18,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,3,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,32,3,1,1,40.80059814,-73.96530151,-1,1334124-US,200606,21,Female
527,200607,527,R_doRGG2MRBSajyMB,Default Response Set,Anonymous,NA,NA,107.190.165.94,0,6/13/2015 0:00,6/13/2015 5:22,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,1,5,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,32,7,1,1,44.93580627,-93.1631012,-1,1334124-US,200607,32,Female
528,200608,528,R_dgmFy4nNKpOQZcp,Default Response Set,Anonymous,NA,NA,99.18.69.250,0,6/13/2015 0:00,6/13/2015 5:24,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,33.57429504,-85.85299683,-1,1334124-US,200608,53,Female
529,200609,529,R_23ROeyNw1jNfpD7,Default Response Set,Anonymous,NA,NA,173.202.90.167,0,6/13/2015 0:00,6/13/2015 5:27,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,7,1,1,35.50709534,-93.51190186,-1,1334124-US,200609,51,Male
530,200611,530,R_0wz7YWcYsIKnTbD,Default Response Set,Anonymous,NA,NA,76.125.141.9,0,6/13/2015 0:00,6/13/2015 5:30,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,2,1,5,1,3,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,5,7,1,1,40.3177948,-79.71769714,-1,1334124-US,200611,29,Male
531,200612,531,R_7UIhrBjns1qtv7f,Default Response Set,Anonymous,NA,NA,172.90.149.219,0,6/13/2015 0:00,6/13/2015 5:35,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,1,1,2,7,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,28,7,1,1,38,-97,-1,1334124-US,200612,53,Female
532,200613,532,R_8phS7cAx0WsZHaB,Default Response Set,Anonymous,NA,NA,75.129.145.242,0,6/13/2015 0:00,6/13/2015 5:34,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,2,3,1,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,7,1,1,43.45880127,-88.80519867,-1,1334124-US,200613,43,Male
533,200614,533,R_5uRuDjJtFRukrzf,Default Response Set,Anonymous,NA,NA,69.35.216.185,0,6/13/2015 0:00,6/13/2015 5:37,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,1,2,3,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,1,1,41.8500061,-87.65000153,-1,1334124-US,200614,51,Female
534,200615,534,R_4VkmTyPpPc37w0t,Default Response Set,Anonymous,NA,NA,24.95.55.60,0,6/13/2015 0:00,6/13/2015 5:45,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,2,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,35,7,1,1,40.55610657,-82.75930023,-1,1334124-US,200615,57,Female
535,200616,535,R_dgK6enGcsX0gR9P,Default Response Set,Anonymous,NA,NA,69.35.168.249,0,6/13/2015 0:00,6/13/2015 5:47,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,1,2,5,1,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,24,1,1,1,28.02220154,-81.73290253,-1,1334124-US,200616,61,Male
536,200617,536,R_9Xl4SF4uer23909,Default Response Set,Anonymous,NA,NA,50.53.141.16,0,6/13/2015 0:00,6/13/2015 5:48,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,6,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,37,7,1,1,45.4467926,-122.5303955,-1,1334124-US,200617,46,Female
537,200618,537,R_37TC58fhVPrT2VD,Default Response Set,Anonymous,NA,NA,54.152.215.8,0,6/13/2015 0:00,6/13/2015 5:49,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,7,1,1,39.04370117,-77.48750305,-1,1334124-US,200618,43,Female
538,200619,538,R_9zX2r6AxhFkyMEl,Default Response Set,Anonymous,NA,NA,162.244.81.172,0,6/13/2015 0:00,6/13/2015 5:50,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,3,2,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,32,7,1,1,40.71429443,-74.0059967,-1,1334124-US,200619,22,Male
539,200620,539,R_ekuzPpjaVZHo2QB,Default Response Set,Anonymous,NA,NA,50.133.38.184,0,6/13/2015 0:00,6/13/2015 5:51,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,2,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,7,1,1,42.47360229,-82.99680328,-1,1334124-US,200620,37,Female
540,200621,540,R_43pThIQt2yDxOXr,Default Response Set,Anonymous,NA,NA,71.61.53.247,0,6/13/2015 0:00,6/13/2015 5:57,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,2,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,38,7,1,1,40.97079468,-80.3010025,-1,1334124-US,200621,56,Female
541,200622,541,R_a4CvU5SajtrK181,Default Response Set,Anonymous,NA,NA,98.23.195.203,0,6/13/2015 0:00,6/13/2015 6:02,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,2,3,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,7,1,1,40.85299683,-96.65339661,-1,1334124-US,200622,64,Female
542,200623,542,R_42a2xqEFcMmap1z,Default Response Set,Anonymous,NA,NA,65.24.145.130,0,6/13/2015 0:00,6/13/2015 6:13,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,2,1,2,1,1,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,1,1,36.64419556,-83.65550232,-1,1334124-US,200623,57,Female
543,200624,543,R_8HugipqR6au71g9,Default Response Set,Anonymous,NA,NA,68.204.7.32,0,6/13/2015 0:00,6/13/2015 6:00,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,7,1,1,29.19309998,-81.04740143,-1,1334124-US,200624,44,Male
544,200625,544,R_56hVR9tfPQcBIX3,Default Response Set,Anonymous,NA,NA,184.59.142.35,0,6/13/2015 0:00,6/13/2015 6:09,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,7,1,1,41.85279846,-80.79049683,-1,1334124-US,200625,61,Male
545,200626,545,R_7ZMmAF0px21w233,Default Response Set,Anonymous,NA,NA,99.68.29.233,0,6/13/2015 0:00,6/13/2015 6:10,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,2,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,1,1,41.94839478,-88.09470367,-1,1334124-US,200626,53,Male
546,200627,546,R_b9g8tY3D327SRYV,Default Response Set,Anonymous,NA,NA,23.105.138.143,0,6/13/2015 0:00,6/13/2015 6:10,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,1,5,1,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,13,7,1,1,40.85969543,-74.40260315,-1,1334124-US,200627,29,Female
547,200628,547,R_aXnOV7hwjlcjVBP,Default Response Set,Anonymous,NA,NA,66.87.148.232,0,6/13/2015 0:00,6/13/2015 6:18,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,3,1,1,28.66160583,-81.53070068,-1,1334124-US,200628,32,Female
548,200629,548,R_8odo3VQzrSCjmUB,Default Response Set,Anonymous,NA,NA,208.31.49.38,0,6/13/2015 0:00,6/13/2015 6:18,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,6,1,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,32,7,1,1,40.71429443,-74.0059967,-1,1334124-US,200629,29,Female
549,200632,549,R_413FnQtL3TbE2ah,Default Response Set,Anonymous,NA,NA,50.81.170.48,0,6/13/2015 0:00,6/13/2015 19:15,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,30.60609436,-87.85800171,-1,1334124-US,200632,44,Male
550,200633,550,R_8AEX6LN5SPj47mR,Default Response Set,Anonymous,NA,NA,69.253.175.18,0,6/13/2015 0:00,6/13/2015 6:31,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,5,2,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2,10,1,40.10299683,-74.9414978,-1,1334124-US,200633,41,Female
551,200634,551,R_digNXOCqhEW1PI9,Default Response Set,Anonymous,NA,NA,174.124.197.206,0,6/13/2015 0:00,6/13/2015 6:33,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,3,1,2,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,22,7,1,1,44.86459351,-85.7677002,-1,1334124-US,200634,52,Male
552,200635,552,R_2lR1zUDbhlwaKEt,Default Response Set,Anonymous,NA,NA,172.56.35.57,0,6/13/2015 0:00,6/13/2015 6:33,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,4,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7,1,1,40.65010071,-73.94960022,-1,1334124-US,200635,35,Female
