"id" "heduc" "heblack" "mixed" "years" "div"
"1708" 7236 "12-15 years" "No" "No" 12.4995002746582 "Yes"
"1709" 7239 "< 12 years" "No" "No" 8.35000038146973 "No"
"1710" 7243 "12-15 years" "No" "No" 11.5319995880127 "No"
"1711" 7249 "12-15 years" "No" "No" 18.2369995117188 "No"
"1712" 7251 "12-15 years" "No" "No" 18.2369995117188 "No"
"1713" 7253 "12-15 years" "No" "No" 54.9099998474121 "No"
"1714" 7257 "12-15 years" "No" "No" 1.75199997425079 "Yes"
"1715" 7263 "16+ years" "No" "No" 14.9980001449585 "No"
"1716" 7266 "12-15 years" "No" "No" 12 "No"
"1717" 7271 "< 12 years" "No" "No" 48.9990005493164 "No"
"1718" 7273 "12-15 years" "No" "No" 41.9469985961914 "No"
"1719" 7277 "16+ years" "No" "No" 17.5060005187988 "No"
"1720" 7278 "16+ years" "No" "No" 17.5060005187988 "No"
"1721" 7283 "12-15 years" "No" "No" 1.4650000333786 "No"
"1722" 7289 "12-15 years" "No" "No" 5.8289999961853 "Yes"
"1723" 7295 "12-15 years" "No" "No" 37.1580009460449 "No"
"1724" 7297 "< 12 years" "No" "No" 29.9990005493164 "No"
"1725" 7301 "12-15 years" "No" "No" 1.40699994564056 "No"
"1726" 7303 "12-15 years" "No" "No" 9.99899959564209 "No"
"1727" 7305 "12-15 years" "No" "No" 1.15849995613098 "Yes"
"1728" 7310 "16+ years" "No" "No" 9.99899959564209 "Yes"
"1729" 7317 "< 12 years" "No" "No" 12.7690000534058 "No"
"1730" 7320 "< 12 years" "No" "Yes" 44.9990005493164 "No"
"1731" 7324 "12-15 years" "Yes" "No" 12.8295001983643 "Yes"
"1732" 7328 "< 12 years" "Yes" "No" 40.8540000915527 "No"
"1733" 7331 "12-15 years" "No" "No" 5.08099985122681 "Yes"
"1734" 7337 "12-15 years" "No" "No" 18.875 "No"
"1735" 7339 "12-15 years" "No" "No" 21.3519992828369 "No"
"1736" 7348 "16+ years" "No" "No" 18.8040008544922 "No"
"1737" 7353 "12-15 years" "No" "No" 15.0640001296997 "No"
"1738" 7360 "12-15 years" "No" "No" 8 "Yes"
"1739" 7364 "12-15 years" "No" "No" 37.9990005493164 "No"
"1740" 7367 "12-15 years" "No" "No" 29.3549995422363 "No"
"1741" 7370 "16+ years" "No" "No" 4.79400014877319 "No"
"1742" 7373 "12-15 years" "No" "Yes" 13.3719997406006 "No"
"1743" 7375 "12-15 years" "No" "No" 35.0800018310547 "No"
"1744" 7378 "12-15 years" "No" "No" 35.0800018310547 "No"
"1745" 7384 "16+ years" "No" "No" 2.78999996185303 "No"
"1746" 7386 "12-15 years" "No" "No" 24.4459991455078 "Yes"
"1747" 7389 "12-15 years" "No" "No" 19.4200000762939 "Yes"
"1748" 7394 "12-15 years" "No" "No" 10.0834999084473 "Yes"
"1749" 7402 "< 12 years" "No" "No" 4.78900003433228 "No"
"1750" 7404 "12-15 years" "No" "No" 13.6969995498657 "No"
"1751" 7407 "12-15 years" "No" "No" 10.5900001525879 "Yes"
"1752" 7410 "12-15 years" "No" "No" 24.9990005493164 "No"
"1753" 7413 "12-15 years" "No" "No" 16 "No"
"1754" 7417 "16+ years" "No" "No" 12.7390003204346 "No"
"1755" 7421 "< 12 years" "No" "No" 21.6480007171631 "No"
"1756" 7426 "12-15 years" "No" "No" 19.0580005645752 "No"
"1757" 7434 "12-15 years" "No" "No" 20.423999786377 "No"
"1758" 7441 "12-15 years" "No" "No" 54.2509994506836 "No"
"1759" 7458 "12-15 years" "No" "No" 25.1940002441406 "No"
"1760" 7482 "< 12 years" "No" "No" 2.62299990653992 "No"
"1761" 7489 "12-15 years" "No" "No" 18.5790004730225 "No"
"1762" 7491 "< 12 years" "No" "No" 17.4130001068115 "No"
"1763" 7493 "12-15 years" "No" "No" 30.7730007171631 "No"
"1764" 7497 "12-15 years" "No" "No" 5.42399978637695 "No"
"1765" 7502 "12-15 years" "No" "No" 0.607999980449677 "No"
"1766" 7509 "12-15 years" "No" "No" 23.4139995574951 "No"
"1767" 7510 "< 12 years" "No" "No" 0.514500021934509 "Yes"
"1768" 7512 "< 12 years" "No" "No" 13.9989995956421 "No"
"1769" 7515 "< 12 years" "No" "No" 13.9989995956421 "No"
"1770" 7518 "12-15 years" "No" "No" 22.4419994354248 "Yes"
"1771" 7521 "16+ years" "No" "No" 38.6119995117188 "No"
"1772" 7526 "12-15 years" "No" "No" 4.99399995803833 "No"
"1773" 7529 "12-15 years" "No" "No" 28.1399993896484 "No"
"1774" 7531 "< 12 years" "No" "No" 24 "No"
"1775" 7534 "< 12 years" "No" "No" 57.0620002746582 "No"
"1776" 7536 "< 12 years" "No" "No" 48.1699981689453 "No"
"1777" 7543 "12-15 years" "No" "No" 23.3999996185303 "No"
"1778" 7545 "12-15 years" "No" "No" 27.3430004119873 "No"
"1779" 7549 "12-15 years" "No" "No" 16.8320007324219 "Yes"
"1780" 7558 "< 12 years" "No" "No" 0.999000012874603 "Yes"
"1781" 7563 "12-15 years" "No" "No" 1.50300002098083 "Yes"
"1782" 7565 "< 12 years" "Yes" "No" 25.7180004119873 "Yes"
"1783" 7568 "< 12 years" "No" "Yes" 33.7519989013672 "No"
"1784" 7569 "< 12 years" "Yes" "No" 22.42799949646 "No"
"1785" 7572 "< 12 years" "No" "No" 27.4060001373291 "No"
"1786" 7584 "< 12 years" "No" "No" 0.115000002086163 "No"
"1787" 7586 "16+ years" "No" "No" 52.1720008850098 "No"
"1788" 7589 "12-15 years" "No" "No" 52.1720008850098 "No"
"1789" 7593 "16+ years" "No" "No" 19.0825004577637 "Yes"
"1790" 7594 "16+ years" "No" "No" 19.0825004577637 "Yes"
"1791" 7596 "12-15 years" "Yes" "No" 32.9230003356934 "No"
"1792" 7608 "16+ years" "No" "No" 8.61299991607666 "No"
"1793" 7624 "12-15 years" "No" "No" 1.41299998760223 "No"
"1794" 7627 "16+ years" "No" "No" 8 "No"
"1795" 7630 "< 12 years" "No" "No" 48.4220008850098 "No"
"1796" 7638 "< 12 years" "No" "No" 24.5259990692139 "No"
"1797" 7643 "12-15 years" "No" "No" 22.4669990539551 "No"
"1798" 7645 "< 12 years" "No" "No" 0.873499989509583 "Yes"
"1799" 7646 "12-15 years" "No" "No" 3.9210000038147 "Yes"
"1800" 7647 "< 12 years" "No" "No" 9.27000045776367 "No"
"1801" 7649 "< 12 years" "Yes" "Yes" 29.4125003814697 "Yes"
"1802" 7673 "12-15 years" "Yes" "No" 13.0319995880127 "No"
"1803" 7676 "< 12 years" "No" "No" 63.4500007629395 "No"
"1804" 7678 "12-15 years" "No" "No" 43.9529991149902 "No"
"1805" 7684 "12-15 years" "No" "No" 3.49650001525879 "Yes"
"1806" 7686 "< 12 years" "No" "No" 34.6910018920898 "No"
"1807" 7688 "< 12 years" "No" "No" 5.87550020217896 "Yes"
"1808" 7692 "12-15 years" "No" "No" 1.76049995422363 "Yes"
"1809" 7697 "12-15 years" "No" "No" 16.2490005493164 "No"
"1810" 7703 "12-15 years" "No" "No" 8.53400039672852 "No"
"1811" 7718 "12-15 years" "No" "No" 12.1999998092651 "No"
"1812" 7721 "16+ years" "No" "No" 9.41549968719482 "Yes"
"1813" 7725 "16+ years" "No" "No" 9.41549968719482 "Yes"
"1814" 7728 "12-15 years" "No" "No" 46.5820007324219 "No"
"1815" 7732 "12-15 years" "No" "No" 3.50449991226196 "Yes"
"1816" 7734 "16+ years" "No" "No" 46.7050018310547 "No"
"1817" 7736 "16+ years" "No" "No" 20.8239994049072 "No"
"1818" 7742 "16+ years" "No" "No" 6.00150012969971 "Yes"
"1819" 7743 "16+ years" "No" "No" 18.0860004425049 "Yes"
"1820" 7745 "12-15 years" "No" "No" 6.00150012969971 "Yes"
"1821" 7747 "16+ years" "No" "No" 25.6235008239746 "Yes"
"1822" 7749 "12-15 years" "No" "No" 23.0004997253418 "Yes"
"1823" 7752 "12-15 years" "No" "No" 20.9990005493164 "No"
"1824" 7755 "12-15 years" "No" "No" 30.9979991912842 "No"
"1825" 7760 "16+ years" "No" "No" 14.0834999084473 "Yes"
"1826" 7766 "12-15 years" "No" "No" 16.8159999847412 "No"
"1827" 7768 "< 12 years" "No" "No" 9.57999992370605 "No"
"1828" 7772 "< 12 years" "No" "No" 35.6689987182617 "No"
"1829" 7774 "< 12 years" "No" "No" 40.2190017700195 "No"
"1830" 7776 "12-15 years" "No" "No" 0.252000004053116 "No"
"1831" 7779 "12-15 years" "No" "No" 0.252000004053116 "No"
"1832" 7784 "12-15 years" "No" "No" 56.7610015869141 "No"
"1833" 7801 "12-15 years" "Yes" "No" 7.63350009918213 "Yes"
"1834" 7803 "< 12 years" "Yes" "No" 3.33200001716614 "Yes"
"1835" 7806 "12-15 years" "No" "No" 7.0475001335144 "Yes"
"1836" 7818 "12-15 years" "No" "No" 0.999000012874603 "No"
"1837" 7822 "12-15 years" "No" "No" 23.8304996490479 "Yes"
"1838" 7828 "12-15 years" "No" "No" 6.33799982070923 "Yes"
"1839" 7839 "12-15 years" "No" "No" 3.90400004386902 "No"
"1840" 7841 "12-15 years" "No" "No" 26.5244998931885 "Yes"
"1841" 7846 "12-15 years" "No" "No" 6.50250005722046 "Yes"
"1842" 7849 "12-15 years" "Yes" "No" 25.9990005493164 "No"
"1843" 7852 "12-15 years" "No" "No" 17.7929992675781 "No"
"1844" 7853 "< 12 years" "No" "No" 1.57400000095367 "No"
"1845" 7863 "12-15 years" "No" "No" 6.49949979782104 "Yes"
"1846" 7866 "12-15 years" "No" "No" 17.5799999237061 "Yes"
"1847" 7882 "12-15 years" "No" "No" 29.7875003814697 "Yes"
"1848" 7883 "12-15 years" "No" "No" 15.668999671936 "No"
"1849" 7885 "< 12 years" "Yes" "No" 18.3110008239746 "Yes"
"1850" 7888 "< 12 years" "No" "Yes" 18.7954998016357 "Yes"
"1851" 7892 "12-15 years" "Yes" "No" 9.89700031280518 "No"
"1852" 7894 "< 12 years" "No" "Yes" 19.6224994659424 "Yes"
"1853" 7905 "12-15 years" "No" "No" 0.418999999761581 "Yes"
"1854" 7907 "< 12 years" "No" "No" 15.7355003356934 "Yes"
"1855" 7911 "< 12 years" "No" "No" 2.97300004959106 "No"
"1856" 7912 "12-15 years" "No" "No" 2.97300004959106 "No"
"1857" 7915 "< 12 years" "No" "No" 9.76350021362305 "Yes"
"1858" 7918 "< 12 years" "No" "No" 14.7489995956421 "No"
"1859" 7920 "12-15 years" "No" "No" 26.9979991912842 "No"
"1860" 7922 "16+ years" "No" "No" 47.8600006103516 "No"
"1861" 7924 "16+ years" "No" "No" 18.1660003662109 "No"
"1862" 7928 "< 12 years" "No" "No" 1.71899998188019 "No"
"1863" 7934 "12-15 years" "No" "No" 18.5979995727539 "No"
"1864" 7936 "16+ years" "No" "No" 40.4109992980957 "No"
"1865" 7940 "16+ years" "No" "No" 20.9249992370605 "No"
"1866" 7943 "16+ years" "No" "No" 13.5109996795654 "No"
"1867" 7944 "< 12 years" "No" "No" 18.5049991607666 "No"
"1868" 7949 "16+ years" "No" "No" 6.28350019454956 "Yes"
"1869" 7952 "12-15 years" "No" "No" 6.66400003433228 "Yes"
"1870" 7953 "12-15 years" "No" "No" 14.3269996643066 "No"
"1871" 7955 "12-15 years" "No" "No" 33.9990005493164 "No"
"1872" 7958 "12-15 years" "No" "No" 32.8190002441406 "No"
"1873" 7974 "12-15 years" "No" "Yes" 9.91399955749512 "No"
"1874" 7976 "< 12 years" "No" "No" 49.9900016784668 "No"
"1875" 7979 "< 12 years" "No" "No" 49.9900016784668 "No"
"1876" 7981 "< 12 years" "No" "No" 45.757999420166 "No"
"1877" 7984 "< 12 years" "No" "No" 27.4990005493164 "Yes"
"1878" 7987 "12-15 years" "No" "No" 28.9360008239746 "No"
"1879" 7992 "16+ years" "No" "No" 7.12650012969971 "Yes"
"1880" 7998 "16+ years" "No" "No" 0.846000015735626 "No"
"1881" 8002 "12-15 years" "No" "No" 16.6159992218018 "Yes"
"1882" 8010 "12-15 years" "No" "No" 16.1040000915527 "No"
"1883" 8019 "< 12 years" "No" "No" 4.91450023651123 "Yes"
"1884" 8027 "16+ years" "No" "No" 24.1420001983643 "No"
"1885" 8029 "12-15 years" "No" "No" 46.0999984741211 "No"
"1886" 8036 "12-15 years" "No" "No" 23.7455005645752 "Yes"
"1887" 8038 "12-15 years" "No" "No" 57.5610008239746 "No"
"1888" 8042 "16+ years" "No" "No" 17.94700050354 "No"
"1889" 8043 "16+ years" "No" "No" 17.94700050354 "No"
"1890" 8045 "12-15 years" "No" "No" 50.1030006408691 "No"
"1891" 8048 "12-15 years" "No" "No" 50.1030006408691 "No"
"1892" 8050 "< 12 years" "No" "No" 7.00050020217896 "Yes"
"1893" 8053 "< 12 years" "No" "No" 28.9969997406006 "No"
"1894" 8058 "12-15 years" "No" "No" 8.52000045776367 "No"
"1895" 8064 "12-15 years" "No" "No" 22.0009994506836 "No"
"1896" 8070 "< 12 years" "Yes" "No" 46.2400016784668 "No"
"1897" 8073 "12-15 years" "No" "No" 60.8819999694824 "No"
"1898" 8075 "16+ years" "No" "No" 8.7475004196167 "Yes"
"1899" 8083 "12-15 years" "No" "No" 4.86499977111816 "No"
"1900" 8087 "12-15 years" "No" "No" 17.1770000457764 "No"
"1901" 8092 "12-15 years" "No" "No" 21.0919990539551 "No"
"1902" 8094 "< 12 years" "No" "No" 55.1399993896484 "No"
"1903" 8098 "< 12 years" "No" "No" 43.984001159668 "No"
"1904" 8101 "< 12 years" "No" "No" 49.1419982910156 "No"
"1905" 8103 "12-15 years" "No" "No" 15.6169996261597 "Yes"
"1906" 8107 "12-15 years" "No" "No" 17.7220001220703 "No"
"1907" 8111 "12-15 years" "No" "No" 32.4189987182617 "No"
"1908" 8114 "< 12 years" "No" "No" 2.00149989128113 "Yes"
"1909" 8122 "< 12 years" "No" "No" 38.7430000305176 "No"
"1910" 8124 "< 12 years" "No" "No" 50.2400016784668 "No"
"1911" 8128 "< 12 years" "No" "No" 1.41499996185303 "No"
"1912" 8131 "12-15 years" "No" "No" 27.0230007171631 "No"
"1913" 8133 "12-15 years" "No" "No" 9.3745002746582 "Yes"
"1914" 8138 "12-15 years" "No" "No" 4 "Yes"
"1915" 8144 "16+ years" "No" "No" 26.1959991455078 "No"
"1916" 8146 "12-15 years" "No" "No" 14.0010004043579 "No"
"1917" 8149 "12-15 years" "No" "No" 14.0010004043579 "No"
"1918" 8151 "< 12 years" "No" "Yes" 22.5820007324219 "Yes"
"1919" 8157 "12-15 years" "No" "No" 23.3509998321533 "No"
"1920" 8161 "< 12 years" "No" "No" 11.9230003356934 "Yes"
"1921" 8172 "12-15 years" "No" "Yes" 6.45849990844727 "Yes"
"1922" 8183 "12-15 years" "No" "No" 9.25899982452393 "No"
"1923" 8186 "12-15 years" "No" "No" 42.0970001220703 "No"
"1924" 8192 "< 12 years" "No" "No" 12.1204996109009 "Yes"
"1925" 8198 "12-15 years" "No" "No" 7.00899982452393 "No"
"1926" 8210 "12-15 years" "Yes" "Yes" 10.1219997406006 "Yes"
"1927" 8218 "< 12 years" "No" "Yes" 42.3759994506836 "No"
"1928" 8221 "12-15 years" "No" "No" 23.0419998168945 "No"
"1929" 8223 "12-15 years" "No" "No" 19.0030002593994 "No"
"1930" 8225 "16+ years" "No" "No" 13.9989995956421 "No"
"1931" 8228 "12-15 years" "No" "No" 13.9989995956421 "No"
"1932" 8231 "< 12 years" "No" "No" 1.067999958992 "No"
"1933" 8233 "< 12 years" "No" "No" 27.201000213623 "No"
"1934" 8244 "< 12 years" "No" "No" 0.916999995708466 "Yes"
"1935" 8245 "16+ years" "No" "No" 2.16799998283386 "Yes"
"1936" 8247 "12-15 years" "No" "No" 8.58300018310547 "Yes"
"1937" 8255 "< 12 years" "Yes" "No" 9.14200019836426 "No"
"1938" 8260 "< 12 years" "No" "Yes" 53.0400009155273 "No"
"1939" 8265 "16+ years" "No" "No" 0.675999999046326 "No"
"1940" 8266 "12-15 years" "No" "No" 4.08500003814697 "Yes"
"1941" 8270 "< 12 years" "Yes" "No" 6.17700004577637 "No"
"1942" 8275 "12-15 years" "No" "No" 6.66099977493286 "No"
"1943" 8278 "12-15 years" "No" "Yes" 5.16349983215332 "Yes"
"1944" 8283 "12-15 years" "Yes" "No" 3.28500008583069 "No"
"1945" 8288 "16+ years" "No" "No" 13.2924995422363 "Yes"
"1946" 8292 "16+ years" "No" "No" 12.5860004425049 "Yes"
"1947" 8294 "< 12 years" "No" "No" 5.0019998550415 "No"
"1948" 8295 "12-15 years" "No" "No" 12.793999671936 "No"
"1949" 8298 "12-15 years" "No" "No" 7.00050020217896 "Yes"
"1950" 8300 "12-15 years" "No" "No" 20.3645000457764 "Yes"
"1951" 8302 "16+ years" "No" "No" 10.8059997558594 "No"
"1952" 8307 "16+ years" "No" "No" 5.04300022125244 "No"
"1953" 8311 "16+ years" "Yes" "No" 7.94799995422363 "No"
"1954" 8314 "12-15 years" "Yes" "Yes" 10.9654998779297 "Yes"
"1955" 8321 "12-15 years" "Yes" "Yes" 11.9530000686646 "No"
"1956" 8335 "12-15 years" "No" "Yes" 3.76999998092651 "No"
"1957" 8340 "12-15 years" "No" "Yes" 2.00099992752075 "No"
"1958" 8348 "12-15 years" "Yes" "No" 7.94000005722046 "No"
"1959" 8350 "< 12 years" "Yes" "No" 20 "No"
"1960" 8353 "12-15 years" "Yes" "No" 20 "No"
"1961" 8358 "16+ years" "No" "No" 6.20699977874756 "No"
"1962" 8364 "12-15 years" "No" "No" 1.79900002479553 "No"
"1963" 8372 "12-15 years" "No" "No" 2.6489999294281 "Yes"
"1964" 8376 "< 12 years" "No" "No" 56.9990005493164 "No"
"1965" 8380 "< 12 years" "No" "No" 11.5019998550415 "No"
"1966" 8385 "< 12 years" "No" "No" 27.496000289917 "No"
"1967" 8390 "< 12 years" "No" "No" 11.5019998550415 "No"
"1968" 8396 "16+ years" "No" "No" 2.50200009346008 "No"
"1969" 8405 "12-15 years" "No" "No" 15.0034999847412 "Yes"
"1970" 8419 "16+ years" "No" "No" 0.566999971866608 "No"
"1971" 8423 "< 12 years" "No" "Yes" 26.3764991760254 "Yes"
"1972" 8427 "12-15 years" "No" "Yes" 3.33500003814697 "Yes"
"1973" 8433 "< 12 years" "Yes" "Yes" 0.999499976634979 "Yes"
"1974" 8444 "12-15 years" "Yes" "No" 15.6300001144409 "No"
"1975" 8451 "< 12 years" "Yes" "Yes" 23.2310009002686 "No"
"1976" 8453 "12-15 years" "Yes" "Yes" 16.3174991607666 "Yes"
"1977" 8456 "< 12 years" "No" "Yes" 16.3314990997314 "Yes"
"1978" 8466 "16+ years" "Yes" "No" 7.01999998092651 "No"
"1979" 8470 "12-15 years" "No" "Yes" 25.3659992218018 "No"
"1980" 8474 "12-15 years" "Yes" "No" 6.83349990844727 "Yes"
"1981" 8480 "12-15 years" "Yes" "Yes" 11.206000328064 "No"
"1982" 8483 "12-15 years" "No" "No" 18.0970001220703 "No"
"1983" 8486 "< 12 years" "No" "No" 0.753000020980835 "Yes"
"1984" 8487 "12-15 years" "No" "No" 6.08349990844727 "Yes"
"1985" 8498 "< 12 years" "No" "No" 7.30999994277954 "No"
"1986" 8512 "12-15 years" "No" "Yes" 17.9990005493164 "No"
"1987" 8517 "12-15 years" "Yes" "No" 8.27099990844727 "Yes"
"1988" 8520 "< 12 years" "No" "Yes" 3.16650009155273 "Yes"
"1989" 8532 "< 12 years" "No" "Yes" 10.6639995574951 "No"
"1990" 8535 "12-15 years" "No" "No" 5.32800006866455 "No"
"1991" 8547 "12-15 years" "No" "Yes" 22.4230003356934 "Yes"
"1992" 8550 "12-15 years" "Yes" "No" 20.6900005340576 "No"
"1993" 8555 "12-15 years" "No" "Yes" 1.4099999666214 "No"
"1994" 8563 "12-15 years" "Yes" "No" 10.1680002212524 "Yes"
"1995" 8569 "12-15 years" "Yes" "Yes" 3.00049996376038 "Yes"
"1996" 8576 "12-15 years" "Yes" "No" 3.29099988937378 "No"
"1997" 8585 "< 12 years" "Yes" "Yes" 2.1654999256134 "Yes"
"1998" 8587 "< 12 years" "Yes" "No" 19.1060009002686 "Yes"
"1999" 8589 "< 12 years" "No" "Yes" 24.6630001068115 "No"
"2000" 8594 "12-15 years" "Yes" "Yes" 7.01999998092651 "No"
"2001" 8598 "< 12 years" "Yes" "Yes" 2.49399995803833 "No"
"2002" 8600 "< 12 years" "Yes" "No" 35.0009994506836 "No"
"2003" 8605 "12-15 years" "No" "Yes" 10.9160003662109 "No"
"2004" 8613 "< 12 years" "Yes" "No" 2.77900004386902 "No"
"2005" 8629 "12-15 years" "Yes" "No" 2.74900007247925 "No"
"2006" 8640 "< 12 years" "Yes" "No" 6.59800004959106 "Yes"
"2007" 8673 "< 12 years" "Yes" "No" 1.50300002098083 "No"
"2008" 8683 "< 12 years" "Yes" "Yes" 19.2775001525879 "Yes"
"2009" 8685 "< 12 years" "Yes" "No" 38.0914993286133 "Yes"
"2010" 8690 "< 12 years" "Yes" "Yes" 4 "Yes"
"2011" 8693 "12-15 years" "No" "Yes" 11.2884998321533 "Yes"
"2012" 8702 "12-15 years" "Yes" "Yes" 27.4409999847412 "No"
"2013" 8719 "< 12 years" "Yes" "No" 9.41300010681152 "No"
"2014" 8726 "12-15 years" "Yes" "No" 8.10400009155273 "No"
"2015" 8730 "12-15 years" "Yes" "No" 4.10400009155273 "No"
"2016" 8741 "12-15 years" "Yes" "Yes" 4.10400009155273 "No"
"2017" 8743 "< 12 years" "No" "Yes" 28 "No"
"2018" 8754 "< 12 years" "Yes" "No" 20.0410003662109 "No"
"2019" 8758 "< 12 years" "No" "Yes" 2.45549988746643 "Yes"
"2020" 8761 "< 12 years" "No" "Yes" 38.6689987182617 "No"
"2021" 8773 "16+ years" "No" "No" 22.5020008087158 "No"
"2022" 8775 "< 12 years" "No" "No" 13.0839996337891 "Yes"
"2023" 8780 "12-15 years" "No" "No" 4 "Yes"
"2024" 8786 "< 12 years" "No" "No" 1.50300002098083 "Yes"
"2025" 8789 "12-15 years" "No" "No" 1.36899995803833 "No"
"2026" 8795 "12-15 years" "No" "Yes" 40.8380012512207 "No"
"2027" 8798 "12-15 years" "No" "Yes" 33.6889991760254 "No"
"2028" 8801 "12-15 years" "No" "Yes" 42.7540016174316 "No"
"2029" 8805 "< 12 years" "No" "Yes" 8.16699981689453 "Yes"
"2030" 8813 "12-15 years" "Yes" "Yes" 3.12949991226196 "Yes"
"2031" 8815 "12-15 years" "Yes" "No" 5.33349990844727 "Yes"
"2032" 8816 "16+ years" "Yes" "No" 5.82600021362305 "Yes"
"2033" 8822 "16+ years" "Yes" "No" 3.17300009727478 "No"
"2034" 8827 "12-15 years" "No" "No" 7.75899982452393 "No"
"2035" 8831 "< 12 years" "No" "No" 16.2189998626709 "Yes"
"2036" 8833 "< 12 years" "No" "No" 36.377498626709 "Yes"
"2037" 8835 "12-15 years" "No" "No" 27.3810005187988 "No"
"2038" 8837 "12-15 years" "No" "No" 13.9219999313354 "No"
"2039" 8846 "12-15 years" "No" "No" 8.2519998550415 "Yes"
"2040" 8851 "12-15 years" "No" "No" 5.15299987792969 "No"
"2041" 8854 "12-15 years" "No" "No" 18.3190002441406 "No"
"2042" 8856 "16+ years" "No" "No" 7.85500001907349 "Yes"
"2043" 8860 "12-15 years" "No" "No" 43.5559997558594 "No"
"2044" 8885 "16+ years" "No" "No" 2.1654999256134 "Yes"
"2045" 8887 "12-15 years" "No" "No" 25.9580001831055 "No"
"2046" 8908 "16+ years" "No" "No" 4.17000007629395 "Yes"
"2047" 8924 "12-15 years" "Yes" "No" 8 "No"
"2048" 8927 "< 12 years" "No" "Yes" 23.9179992675781 "No"
"2049" 8930 "< 12 years" "Yes" "Yes" 9.62399959564209 "No"
"2050" 8932 "12-15 years" "No" "Yes" 7.59749984741211 "Yes"
"2051" 8937 "< 12 years" "No" "Yes" 11.1075000762939 "Yes"
"2052" 8939 "12-15 years" "Yes" "Yes" 29.1634998321533 "Yes"
"2053" 8959 "< 12 years" "Yes" "Yes" 11.6604995727539 "Yes"
"2054" 8969 "12-15 years" "No" "Yes" 0.166999995708466 "Yes"
"2055" 8971 "12-15 years" "No" "No" 29.9990005493164 "No"
"2056" 8974 "12-15 years" "No" "No" 29.9990005493164 "No"
"2057" 8978 "12-15 years" "No" "Yes" 15.539999961853 "No"
"2058" 8979 "< 12 years" "Yes" "Yes" 17.5820007324219 "No"
"2059" 8984 "< 12 years" "Yes" "No" 14.9049997329712 "No"
"2060" 8993 "12-15 years" "No" "Yes" 6.83349990844727 "Yes"
"2061" 8997 "< 12 years" "Yes" "No" 6.03999996185303 "No"
"2062" 8998 "12-15 years" "No" "No" 6.00150012969971 "Yes"
"2063" 9007 "12-15 years" "No" "No" 9.69449996948242 "Yes"
"2064" 9012 "12-15 years" "No" "No" 20.2900009155273 "No"
"2065" 9013 "12-15 years" "No" "No" 20.2900009155273 "No"
"2066" 9018 "12-15 years" "No" "No" 13.1549997329712 "No"
"2067" 9028 "12-15 years" "No" "No" 14.1654996871948 "Yes"
"2068" 9042 "12-15 years" "No" "No" 12.664999961853 "No"
"2069" 9049 "12-15 years" "No" "No" 12.5780000686646 "Yes"
"2070" 9057 "12-15 years" "No" "No" 0.164000004529953 "No"
"2071" 9060 "12-15 years" "No" "Yes" 45.1640014648438 "No"
"2072" 9062 "< 12 years" "Yes" "No" 12.9989995956421 "No"
"2073" 9065 "< 12 years" "No" "Yes" 4.53900003433228 "No"
"2074" 9067 "12-15 years" "Yes" "Yes" 14.8365001678467 "Yes"
"2075" 9069 "< 12 years" "Yes" "No" 11.9645004272461 "Yes"
"2076" 9082 "12-15 years" "No" "No" 16.503999710083 "Yes"
"2077" 9088 "12-15 years" "No" "No" 5.50299978256226 "Yes"
"2078" 9091 "12-15 years" "No" "No" 16.503999710083 "Yes"
"2079" 9096 "12-15 years" "No" "No" 5.50299978256226 "Yes"
"2080" 9098 "12-15 years" "Yes" "Yes" 11.0010004043579 "No"
"2081" 9100 "< 12 years" "No" "No" 17.2185001373291 "Yes"
"2082" 9102 "< 12 years" "No" "No" 18.0230007171631 "No"
"2083" 9108 "12-15 years" "Yes" "Yes" 20.2520008087158 "Yes"
"2084" 9112 "12-15 years" "Yes" "No" 17.5825004577637 "Yes"
"2085" 9118 "< 12 years" "No" "Yes" 6.00150012969971 "Yes"
"2086" 9126 "< 12 years" "Yes" "No" 50.1080017089844 "No"
"2087" 9131 "12-15 years" "Yes" "No" 4.91450023651123 "Yes"
"2088" 9133 "< 12 years" "Yes" "No" 2.00399994850159 "No"
"2089" 9146 "< 12 years" "Yes" "No" 4.22499990463257 "No"
"2090" 9158 "12-15 years" "Yes" "No" 29.0769996643066 "No"
"2091" 9161 "16+ years" "No" "Yes" 39.6689987182617 "No"
"2092" 9163 "12-15 years" "Yes" "No" 3.33750009536743 "Yes"
"2093" 9171 "< 12 years" "No" "No" 2.1710000038147 "Yes"
"2094" 9173 "< 12 years" "No" "No" 56.6679992675781 "No"
"2095" 9188 "< 12 years" "No" "No" 49.5110015869141 "No"
"2096" 9192 "12-15 years" "No" "No" 15.1700000762939 "No"
"2097" 9198 "< 12 years" "No" "No" 25.0179996490479 "No"
"2098" 9199 "< 12 years" "No" "No" 6.89699983596802 "No"
"2099" 9219 "12-15 years" "No" "Yes" 18.3740005493164 "No"
"2100" 9232 "12-15 years" "Yes" "Yes" 3.66599988937378 "Yes"
"2101" 9237 "< 12 years" "No" "No" 46.2200012207031 "No"
"2102" 9239 "< 12 years" "No" "No" 30.0809993743896 "No"
"2103" 9241 "12-15 years" "No" "No" 14.2200002670288 "No"
"2104" 9243 "< 12 years" "Yes" "Yes" 17.9519996643066 "Yes"
"2105" 9245 "< 12 years" "Yes" "No" 37.5390014648438 "No"
